Slno,MF,Age,ProfessionBusiness,UrbanRural,RecipientOperator,SI,SwBh,Servqual,Sat,PSB,ESB,OSB,Price,SInt
129,Male,28,Business,Rural,Idea,4,1,3.900992496,4.307989691,5.332528958,2.151529637,3.550405562,6.193263833,5.590945195
130,Male,25,Employee,Urban,Airtel,3,1,3.597595417,4.826030928,5.843629344,2.290630975,3.550405562,6.193263833,4.772835584
131,Male,34,Business,Rural,Idea,4,1,2.953683531,4.307989691,5,2.337476099,4.329084589,6,6.181890389
132,Male,45,Employee,Rural,Airtel,3,1,2.345679012,1.413659794,5,2.151529637,3.772112785,6,4.772835584
133,Male,30,Farmer,Rural,Aircel,3,1,1.59122085,4.434278351,5.511100386,4.628107075,3.76786404,6,2.590945195
134,Male,50,Employee,Urban,Tata Docomo,3,1,3.165900105,4.307989691,5,2.290630975,2.972190035,6,6.181890389
135,Male,35,Unemployed,Rural,Airtel,2,1,3.165900105,4.595360825,5.843629344,1.662523901,3.068366165,6,4.772835584
136,Male,32,Govt Employee,Urban,Vodafone,3,1,4.299201162,2.149484536,5,2.476577438,2.156817304,6,4.181890389
137,Male,24,Employee,Rural,Idea,4,1,3.386589204,4.434278351,5.843629344,3.092256214,1.857860178,6,6
138,Male,38,Farmer,Rural,Aircel,5,1,3.900992496,4.307989691,4.374517375,1.662523901,3.550405562,6,5.409054805
139,Male,34,Business,Urban,Vodafone,5,1,3.597595417,4.664948454,5.511100386,2.476577438,4.118578602,6,6
140,Male,32,Business,Rural,Idea,5,1,2.953683531,4.307989691,5,3.092256214,2.156817304,5.781876504,5.409054805
141,Male,21,Employee,Urban,Airtel,3,0,2.345679012,4.826030928,5,4.628107075,1.857860178,5.781876504,4.772835584
142,Male,44,Employee,Rural,Tata Docomo,2,1,1.59122085,1.413659794,5,2.290630975,3.76786404,5.781876504,4.363780778
143,Male,26,Student,Urban,Vodafone,4,1,3.165900105,4.434278351,5.332528958,2.476577438,2.972190035,5.781876504,5.590945195
144,Male,30,Employee,Urban,Vodafone,4,1,5.010489793,4.307989691,4.488899614,5.104684512,3.068366165,5.61106656,6
145,Male,40,Business,Rural,Idea,5,1,1.7723715,4.826030928,4.488899614,3.767208413,2.156817304,5.61106656,5.409054805
146,Male,38,Farmer,Rural,Vodafone,5,1,2.684983458,4.469072165,4.488899614,5.104684512,1.857860178,5.61106656,6.409054805
147,Male,30,Farmer,Rural,Vodafone,5,1,4.259662713,4.826030928,5.332528958,3.767208413,3.550405562,5.41138733,5.409054805
148,Male,36,Farmer,Rural,Vodafone,4,1,3.900992496,4.307989691,4.707046332,2.290630975,4.118578602,5.582197273,5.590945195
149,Female,38,Employee,Urban,Vodafone,4,1,4.259662713,1.413659794,5.511100386,2.476577438,1.858246427,5.582197273,5
150,Male,58,Farmer,Rural,Tata Docomo,5,1,3.900992496,4.434278351,5,5.104684512,2.415218231,5.607056937,3.818109611
151,Male,39,Business,Rural,Airtel,5,1,3.597595417,4.307989691,4.667471042,3.767208413,4.107763615,5.806736167,3.818109611
152,Male,42,Employee,Urban,Airtel,4,1,2.953683531,4.826030928,4.156370656,5.104684512,3.76786404,5.417802727,5
153,Male,23,Student,Urban,Airtel,2,1,2.345679012,2.380154639,4.846042471,3.767208413,4.107763615,5.417802727,4.772835584
154,Male,45,Business,Urban,Airtel,2,1,1.59122085,4.434278351,3.019787645,2.662523901,3.76786404,6,4.772835584
155,Male,22,Student,Rural,Tata Docomo,4,1,3.900992496,4.538659794,5.511100386,3.489005736,2.972190035,5.80032077,6.590945195
156,Male,45,Business,Urban,Vodafone,4,1,3.597595417,4.895618557,5,2.337476099,3.068366165,5.80032077,5.590945195
157,Male,33,Business,Rural,Airtel,2,1,2.953683531,4.307989691,5.843629344,2.151529637,3.76786404,6,4.363780778
158,Male,30,Employee,Rural,Vodafone,3,1,2.345679012,4.826030928,5.332528958,4.628107075,2.972190035,5.806736167,3.772835584
159,Male,38,Employee,Rural,Idea,4,1,1.59122085,4.307989691,5.843629344,2.290630975,3.068366165,5.806736167,5.590945195
160,Male,23,Student,Urban,Vodafone,3,1,2.345679012,1.413659794,5,3.489005736,2.156817304,6,4.772835584
161,Male,23,Employee,Urban,Vodafone,5,1,1.59122085,4.434278351,5.511100386,2.337476099,1.857860178,6,5
162,Male,34,Business,Rural,Airtel,3,1,1.7723715,4.307989691,5.843629344,2.151529637,3.550405562,6,4.772835584
163,Male,37,Employee,Rural,Idea,2,1,2.684983458,4.595360825,5.843629344,2.290630975,4.118578602,6,4.363780778
164,Male,44,Business,Rural,Idea,3,1,4.259662713,2.149484536,5.843629344,2.337476099,1.858246427,5.781876504,6.181890389
165,Male,32,Govt Employee,Urban,Idea,3,1,3.900992496,4.434278351,5,2.151529637,2.415218231,5.781876504,4.772835584
166,Male,25,Business,Urban,Vodafone,5,1,4.259662713,4.307989691,2.35472973,4.628107075,4.107763615,6,3.818109611
167,Male,30,Employee,Urban,Airtel,3,1,3.900992496,4.664948454,5.511100386,2.290630975,3.76786404,6,5.363780778
168,Male,32,Govt Employee,Rural,Vodafone,4,1,3.597595417,4.307989691,5,1.662523901,4.107763615,5.61106656,5.590945195
169,Male,36,Employee,Rural,Airtel,4,1,2.953683531,4.826030928,5.843629344,2.476577438,3.76786404,5.61106656,4.181890389
170,Male,35,Farmer,Rural,Vodafone,2,1,3.900992496,4.307989691,2.35472973,3.092256214,2.972190035,6,4.363780778
171,Male,37,Business,Rural,Vodafone,4,1,3.597595417,4.434278351,5.511100386,2.151529637,3.068366165,5.80032077,5
172,Male,41,Employee,Rural,Vodafone,2,1,2.953683531,4.307989691,5,2.290630975,2.156817304,5.80032077,4.772835584
173,Male,20,Student,Rural,Vodafone,3,1,2.345679012,4.595360825,5.843629344,2.337476099,1.857860178,6,4.181890389
174,Male,30,Business,Urban,Idea,4,1,1.59122085,2.149484536,5.332528958,2.151529637,3.550405562,5.806736167,6
175,Male,19,Student,Rural,Reliance,4,1,3.165900105,4.434278351,5.843629344,4.628107075,3.550405562,5.806736167,6
176,Male,21,Student,Rural,Tata Docomo,4,1,1.59122085,4.307989691,5,2.290630975,4.329084589,6.218123496,6.590945195
177,Male,22,Student,Rural,Vodafone,5,1,1.7723715,4.664948454,2.35472973,1.662523901,3.772112785,6,6
178,Female,36,Unemployed,Rural,Vodafone,4,1,2.684983458,4.307989691,5.511100386,2.476577438,3.76786404,6,5.590945195
179,Male,29,Employee,Rural,Reliance,3,1,2.345679012,4.826030928,5,3.092256214,2.972190035,6.218123496,3.772835584
180,Male,25,Employee,Urban,Tata Docomo,3,1,3.900992496,1.413659794,5.843629344,2.476577438,3.068366165,6.607056937,6.590945195
181,Male,25,Student,Urban,Airtel,2,1,1.59122085,4.434278351,4.374517375,3.092256214,2.156817304,6.218123496,4.772835584
182,Male,21,Student,Rural,Airtel,3,1,3.900992496,4.307989691,5.511100386,4.628107075,1.857860178,6.218123496,4.772835584
183,Male,25,Business,Rural,Vodafone,4,1,3.597595417,4.826030928,5,2.290630975,3.550405562,6.806736167,5.590945195
184,Male,29,Employee,Rural,Vodafone,4,1,2.953683531,4.469072165,5.511100386,2.476577438,4.118578602,6.38893344,4.181890389
185,Male,23,Student,Rural,Airtel,2,1,2.345679012,4.826030928,5,5.104684512,1.858246427,6.38893344,4.363780778
186,Male,30,Farmer,Rural,Aircel,3,1,1.59122085,4.307989691,5.843629344,3.767208413,2.415218231,6.781876504,5.590945195
187,Male,19,Student,Rural,Vodafone,4,1,3.165900105,1.413659794,5,5.104684512,4.107763615,6.58861267,6.181890389
188,Male,46,Business,Urban,Vodafone,4,1,3.165900105,4.434278351,2.35472973,3.767208413,3.76786404,5.981555734,5.590945195
189,Male,40,Employee,Urban,Vodafone,4,1,2.345679012,4.307989691,5.511100386,2.290630975,4.107763615,6.174819567,6
190,Male,30,Employee,Rural,Vodafone,5,1,3.386589204,4.826030928,5,2.476577438,3.76786404,6.174819567,5.409054805
191,Male,22,Student,Rural,IDEA,5,1,3.900992496,4.826030928,5.843629344,5.104684512,2.972190035,5.975140337,6.409054805
192,Male,26,Farmer,Rural,Vodafone,5,1,3.597595417,4.595360825,4.374517375,3.767208413,3.068366165,5.586206897,5.409054805
193,Male,26,Farmer,Rural,Vodafone,4,1,2.953683531,4.826030928,5.511100386,5.104684512,2.156817304,5.586206897,5.590945195
194,Male,48,Employee,Rural,Idea,4,1,2.345679012,4.307989691,5,3.767208413,1.857860178,5.61106656,5
195,Male,28,Business,Urban,Vodafone,5,1,1.59122085,1.413659794,5.511100386,2.662523901,2.415218231,5.41138733,3.818109611
196,Male,47,Farmer,Rural,Airtel,5,1,3.165900105,4.434278351,5,1.662523901,4.107763615,5.41138733,3.818109611
197,Male,27,Employee,Urban,Tata Docomo,2,0,2.345679012,4.307989691,5.843629344,2.476577438,3.76786404,5.629510826,4.772835584
198,Male,50,Employee,Urban,Vodafone,2,1,1.7723715,4.826030928,2.35472973,3.092256214,4.107763615,5.825180433,4.772835584
199,Male,32,Employee,Rural,Vodafone,4,1,2.684983458,1.413659794,5.511100386,2.476577438,3.76786404,5.170809944,6.590945195
200,Male,23,Student,Rural,Tata Docomo,4,1,4.259662713,4.434278351,5,3.092256214,2.972190035,5.170809944,5.590945195
201,Male,63,Farmer,Rural,Airtel,3,1,3.900992496,4.307989691,5.843629344,4.628107075,3.068366165,5.977546111,3.772835584
202,Male,28,Employee,Urban,Airtel,2,1,2.345679012,4.826030928,5.332528958,2.290630975,2.156817304,6.195669607,4.363780778
203,Male,28,Employee,Rural,Idea,5,1,3.900992496,4.469072165,5.843629344,2.476577438,1.857860178,5.19967923,5
204,Male,30,Employee,Urban,Vodafone,3,1,3.597595417,4.826030928,5,5.104684512,3.550405562,5.981555734,4.772835584
205,Male,32,Business,Rural,Vodafone,5,1,2.953683531,4.307989691,2.35472973,3.767208413,3.550405562,5.592622294,5
206,Male,18,Student,Urban,Tata Docomo,4,0,2.345679012,1.413659794,5.511100386,5.104684512,4.329084589,5.193263833,5.590945195
207,Male,30,Business,Rural,Vodafone,4,1,1.59122085,4.434278351,5,3.767208413,3.772112785,5.586206897,6
208,Male,45,Govt Employee,Urban,Vodafone,5,1,3.900992496,4.307989691,5.843629344,2.290630975,3.76786404,5.993584603,5.409054805
209,Male,32,Employee,Urban,Airtel,5,1,3.900992496,4.826030928,4.374517375,2.476577438,2.972190035,5.218123496,6.409054805
210,Male,23,Student,Urban,Tata Docomo,5,1,2.345679012,2.380154639,5.511100386,5.104684512,3.068366165,5.417802727,5.409054805
211,Female,34,Business,Rural,Airtel,3,0,5.480109739,3.606958763,3.153957529,2.953154876,4.679412901,3.25340818,2.590945195
212,Male,31,Farmer,Rural,Idea,3,0,6.251512951,3.802835052,5.332528958,3.953154876,4.014677482,5.018444266,3.181890389
213,Male,31,Student,Rural,Tata Docomo,2,0,5.343742435,3.574742268,5,3.767208413,3.92004635,4.80032077,3.772835584
214,Male,31,Business,Rural,Airtel,5,0,4.728072299,5.161082474,2.332528958,3.243785851,5.236384705,2.218123496,2.409054805
215,Male,34,Farmer,Rural,Idea,3,0,5.700798838,5,2.488899614,3.906309751,4.14407107,2.228548516,2.590945195
216,Male,30,Employee,Rural,Vodafone,3,0,5.864197531,3.37628866,3.64527027,5,3.724604094,4.006415397,4.181890389
217,Male,25,Employee,Rural,Vodafone,3,0,4.813604454,2.161082474,3.665057915,5,2.692159135,4.224538893,3.772835584
218,Male,25,Farmer,Rural,Idea,2,0,5.672153635,4.699742268,2.64527027,3.429732314,1.780610274,2.218123496,4.363780778
219,Female,35,Unemployed,Rural,Airtel,2,0,5.892842734,4.055412371,2.667471042,2.290630975,1.857860178,2.392943063,3.954725973
220,Male,42,Business,Rural,Airtel,4,0,5.813362382,3.837628866,2.312741313,3.662523901,4.679026651,2.21010425,2.590945195
221,Male,44,Business,Rural,Airtel,4,0,4.210037925,2.539948454,2.488899614,4.139101338,4.679026651,2.617481957,2.590945195
222,Male,22,Student,Rural,Airtel,5,0,4.813604454,4.699742268,2.134169884,2.953154876,5.081498648,2.024859663,2.409054805
223,Male,35,Employee,Rural,IDEA,5,0,4.728072299,1.413659794,4.332528958,2.337476099,4.900733874,5.018444266,2
224,Male,32,Business,Rural,IDEA,5,0,5.864197531,4.434278351,5.156370656,2.290630975,5.081498648,4.80032077,2.409054805
225,Male,23,Business,Rural,Vodafone,4,0,5.864197531,4.434278351,2.134169884,2.476577438,4.457705678,2.224538893,2.590945195
226,Male,32,Business,Rural,IDEA,4,0,4.456548051,2.161082474,2.64527027,2.139101338,4.638470452,2.218123496,3
227,Male,31,Business,Rural,Vodafone,4,0,5.089566691,4.699742268,5.332528958,3.570267686,4.638470452,5.018444266,3
228,Male,20,Student,Rural,Airtel,5,0,5.422819333,4.826030928,5,5,5.081498648,4.80032077,2.409054805
229,Male,45,Business,Urban,Vodafone,5,0,6.790930364,4.307989691,5,3.092256214,5.221320973,4.022453889,3.818109611
230,Male,22,Student,Rural,Airtel,5,0,6.751391915,4.538659794,3.153957529,2.476577438,5.221320973,1.81074579,3.818109611
231,Male,18,Student,Urban,IDEA,4,0,6.751391915,4.538659794,5.332528958,3.570267686,4.679026651,3.047313553,2.590945195
232,Male,35,Business,Rural,Airtel,5,0,5.842007585,2.161082474,5,5,4.924681344,2.417802727,2.409054805
233,Male,25,Business,Rural,IDEA,5,0,4.728072299,5.12628866,2.332528958,4.628107075,5.064503669,2.84202085,3.818109611
234,Male,31,Unemployed,Urban,IDEA,5,0,6.805454692,5.12628866,2.488899614,3.720363289,5.064503669,3.822774659,3.818109611
235,Male,29,Farmer,Rural,Airtel,4,0,6.08488663,4.434278351,3.312741313,3.767208413,4.457705678,5.018444266,2.590945195
236,Male,22,Unemployed,Rural,Vodafone,4,0,5.288065844,4.699742268,4.687258687,3.906309751,4.638470452,4.211708099,3
237,Male,27,Business,Rural,Vodafone,5,0,5.867425159,5,2.64527027,2.139101338,4.702974121,2.228548516,3.409054805
238,Male,35,Business,Urban,IDEA,4,0,5.754861615,5,2.667471042,4.628107075,4.638470452,2.617481957,2.590945195
239,Male,35,Employee,Urban,IDEA,4,0,5.534172517,4.307989691,2.64527027,5.476577438,5.443028196,4.440256616,3
240,Male,23,Student,Rural,Airtel,4,0,5.751633987,4.538659794,2.801640927,4.814053537,4.679026651,3.028869286,2.409054805
241,Male,32,Business,Urban,Idea,4,0,4.896312434,4.538659794,2.935810811,3.720363289,4.522209347,3.206094627,3
242,Male,36,Business,Rural,Vodafone,5,0,4.842249657,4.538659794,4.156370656,2,2.171494786,2.797914996,3.818109611
243,Male,25,Business,Rural,Idea,5,0,5.754861615,5.161082474,5,4.628107075,4.522209347,2.193263833,2.409054805
244,Male,34,Business,Rural,Airtel,5,0,5.1755023,4.434278351,2.134169884,4.243785851,4.365392043,2.603047314,3.818109611
245,Male,30,Business,Rural,Idea,5,0,5.700798838,4.434278351,2.64527027,2.662523901,4.76786404,4.226142743,3.818109611
246,Male,24,Business,Rural,Idea,4,0,5.621318486,4.699742268,5.019787645,3.489005736,4.74391657,4.226142743,2.590945195
247,Male,25,Business,Rural,Vodafone,4,0,6.533930445,4.469072165,5,2.337476099,4.924681344,4.833199679,3
248,Male,45,Employee,Rural,Tata Docomo,4,0,4.705478899,4.699742268,5.156370656,2.151529637,4.614522982,4.444266239,3
249,Male,32,Business,Rural,Tata Docomo,5,0,5.146857097,2.161082474,3.153957529,4.779636711,4.638470452,4.833199679,2
250,Male,37,Business,Urban,Idea,5,0,4.728072299,4.699742268,5.332528958,4.779636711,4.702974121,3.833199679,2.409054805
251,Male,20,Student,Urban,Tata Docomo,4,0,5.197692246,4.538659794,5,5.442160612,5.016994979,4.222133119,2.590945195
252,Male,18,Student,Rural,Airtel,4,0,4.508997014,4.826030928,2.843629344,5.256214149,5.156817304,4.222133119,3
253,Male,58,Employee,Rural,Vodafone,4,0,4.70104091,5.12628866,2.488899614,5.442160612,5.156817304,4.833199679,3
254,Male,38,Govt Employee,Rural,Tata Docomo,5,0,5.472444122,5.12628866,3.134169884,4.442160612,5.064503669,5.392943063,2.409054805
255,Male,15,Student,Rural,Vodafone,5,0,4.751876059,4.434278351,4.176158301,4.628107075,5.064503669,5.392943063,3.818109611
256,Male,35,Employee,Rural,Vodafone,5,0,3.955055273,4.699742268,2.977799228,4.628107075,4.457705678,4.226142743,3.818109611
257,Male,32,Business,Urban,Vodafone,3,0,4.147099169,5,3,2.290630975,4.638470452,4.639935846,3.181890389
258,Male,21,Business,Urban,Vodafone,2,0,5.367546195,5,2.64527027,3.662523901,4.638470452,5.19967923,3.772835584
259,Male,50,Farmer,Rural,Idea,5,0,5.146857097,4.307989691,2.488899614,4.139101338,4.638470452,5.19967923,2.409054805
260,Male,45,Farmer,Rural,Vodafone,3,0,6.08488663,4.538659794,2.134169884,2.953154876,5.221707223,3.833199679,2.590945195
261,Male,55,Farmer,Urban,Idea,3,0,5.288065844,4.538659794,4.332528958,2.337476099,4.614522982,4.222133119,4.181890389
262,Male,21,Student,Urban,Vodafone,3,0,5.327604293,4.538659794,5.156370656,2.290630975,4.614522982,4.42181235,3.772835584
263,Male,30,Business,Urban,Vodafone,2,0,5.621318486,2.161082474,2.134169884,2.476577438,1.857860178,4.222133119,4.363780778
264,Male,45,Govt Employee,Rural,Vodafone,2,0,5.813362382,4.307989691,2.64527027,2.139101338,4.679026651,5.028869286,3.954725973
265,Male,33,Employee,Rural,Vodafone,4,0,6.146615025,4.789948454,5.332528958,3.570267686,4.679026651,5.41138733,2.590945195
266,Male,32,Business,Rural,Airtel,4,0,6.367304123,4.434278351,5,5,5.081498648,4.444266239,2.590945195
267,Male,33,Business,Rural,Idea,5,0,4.728072299,4.538659794,5,3.092256214,4.900733874,5.41138733,2.409054805
268,Male,26,Farmer,Rural,Tata Docomo,5,0,5.842007585,4.664948454,3.153957529,2.476577438,5.081498648,4.639935846,2
269,Male,32,Business,Rural,Idea,5,0,6.034051481,4.664948454,5.332528958,3.570267686,4.457705678,5.218123496,2.409054805
270,Female,33,Employee,Rural,Vodafone,4,0,6.034051481,4.434278351,3.665057915,5,4.638470452,5.417802727,2.590945195
271,Male,32,Business,Rural,Idea,4,0,6.07358993,4.434278351,2.332528958,4.628107075,3.886056392,5.218123496,3
272,Male,32,Business,Rural,Idea,4,0,6.034051481,4.664948454,3,3.720363289,4.457705678,4.615076183,3
273,Male,30,Business,Rural,Idea,5,0,5.022996853,2.161082474,3.312741313,3.767208413,4.833912708,4.415396953,2.409054805
274,Male,31,Business,Rural,Idea,5,0,4.802307754,5.020618557,4.687258687,3.906309751,5.014291232,4.615076183,3.818109611
275,Male,31,Business,Rural,Vodafone,5,0,4.99435165,4.538659794,2.64527027,2.139101338,5.014291232,5.193263833,3.818109611
276,Male,31,Business,Rural,Airtel,4,0,4.21972081,4.306701031,3.178571429,4.628107075,4.638470452,4.42181235,2.590945195
277,Male,31,Business,Rural,Idea,5,0,4.853142903,4.559278351,2.64527027,3.570267686,4.819235226,3.833199679,2.409054805
278,Male,31,Business,Rural,Airtel,5,0,5.90373598,4.789948454,2.801640927,5,4.638470452,4.440256616,3.818109611
279,Male,31,Business,Rural,Tata Docomo,5,0,5.813362382,4.789948454,3.446911197,3.092256214,5.417149479,4.633520449,3.818109611
280,Male,38,Farmer,Rural,Idea,4,0,6.034051481,5.146907216,4.156370656,2.476577438,5.376593279,4.833199679,2.590945195
281,Male,45,Business,Rural,Tata Docomo,4,0,5.762930687,2.161082474,5,3.570267686,5.195828505,4.833199679,3
282,Male,45,Business,Rural,Vodafone,5,0,5.842007585,4.664948454,2.134169884,5,4.417149479,4.244587009,3.409054805
283,Male,44,Business,Rural,Airtel,4,0,6.175260228,4.664948454,3.667471042,4.628107075,3.509849363,4.633520449,2.590945195
284,Male,38,Business,Rural,Tata Docomo,4,0,5.762527233,3.344072165,5.019787645,3.720363289,4.28814214,4.633520449,3
285,Male,32,Employee,Rural,Idea,4,0,5.46881304,4.307989691,5,3.767208413,4.550405562,5.61106656,2.409054805
286,Male,26,Employee,Rural,Vodafone,4,0,5.881546034,4.434278351,3.977799228,3.906309751,3.531093086,5.61106656,3
287,Female,25,Employee,Urban,Vodafone,5,0,5.852900831,4.077319588,3.153957529,2.139101338,2.885670143,5.417802727,3.818109611
288,Male,31,Business,Rural,Airtel,5,0,5.740337287,4.68556701,5.332528958,4.628107075,1.845113944,5.19967923,2.409054805
289,Male,36,Farmer,Rural,Tata Docomo,5,0,5.480109739,4.789948454,5,5.476577438,1.66434917,4.032878909,3.818109611
290,Male,31,Farmer,Rural,Vodafone,5,0,5.288065844,5.020618557,2.332528958,2.290630975,4.679026651,5.19967923,3.818109611
291,Male,31,Student,Rural,Tata Docomo,4,0,4.99435165,2.161082474,2.488899614,2.476577438,4.679026651,5.19967923,2.590945195
292,Male,33,Farmer,Rural,Vodafone,4,0,4.728072299,4.538659794,3.136583012,2.139101338,5.081498648,5.19967923,3
293,Male,31,Business,Rural,Airtel,4,0,5.38166707,4.307989691,3.665057915,3.570267686,4.900733874,4.615076183,3
294,Male,24,Employee,Rural,Tata Docomo,5,0,5.008875978,4.789948454,2.64527027,5,5.081498648,5.392943063,2
295,Male,19,Student,Rural,Vodafone,5,0,4.813604454,4.434278351,2.511100386,3.092256214,4.457705678,4.833199679,2.409054805
296,Male,45,Farmer,Rural,Vodafone,4,0,4.813604454,4.789948454,2.312741313,2.476577438,4.638470452,4.833199679,2.590945195
297,Male,45,Farmer,Rural,Idea,4,0,4.592915355,4.434278351,2.488899614,3.570267686,4.638470452,5.61106656,3
298,Male,24,Business,Rural,Vodafone,4,0,4.40087146,4.538659794,2.134169884,5,5.081498648,4.42181235,3
299,Male,19,Student,Rural,Vodafone,5,0,4.954813201,4.538659794,4.665057915,4.628107075,5.221320973,4.42181235,2.409054805
300,Male,27,Employee,Rural,Vodafone,5,0,5.480109739,4.412371134,5.156370656,3.720363289,5.221320973,4.222133119,3.818109611
301,Male,40,Employee,Rural,Idea,5,0,5.42927459,4.342783505,2.134169884,3.767208413,4.679026651,4.633520449,3.818109611
302,Male,26,Employee,Rural,Airtel,4,0,5.208585492,4.469072165,2.64527027,3.906309751,4.924681344,4.633520449,2.590945195
303,Male,35,Govt Employee,Rural,Airtel,5,0,5.400629388,4.699742268,5.332528958,2.139101338,5.064503669,4.244587009,2.409054805
304,Male,28,Business,Rural,Idea,5,0,5.592673283,2.161082474,4.334942085,4.628107075,5.064503669,4.633520449,3.818109611
305,Male,30,Business,Urban,Airtel,5,0,6.146615025,4.077319588,5,5.476577438,4.457705678,4.222133119,3.818109611
306,Male,25,Business,Rural,Idea,4,0,6.146615025,4.307989691,3.153957529,4.814053537,4.638470452,3.833199679,2.590945195
307,Male,25,Employee,Rural,Idea,4,0,6.146615025,4.37757732,5.332528958,3.720363289,4.702974121,4.222133119,3
308,Male,18,Student,Rural,Vodafone,4,0,5.813362382,4.056701031,4.334942085,2,4.638470452,4.026463512,2.590945195
309,Female,36,Business,Rural,Vodafone,4,0,5.813362382,4.056701031,2,4.628107075,5.443028196,5.41138733,3
310,Male,34,Business,Rural,Tata Docomo,4,0,5.813362382,3.895618557,2.488899614,4.243785851,4.679026651,4.026463512,3
311,Male,35,Business,Urban,Tata Docomo,5,0,5.621318486,4.37757732,3.312741313,2.662523901,4.522209347,5.193263833,2
312,Male,22,Student,Urban,Tata Docomo,5,0,5.288065844,4.37757732,4.022200772,3.489005736,2.171494786,5.586206897,2.409054805
313,Female,30,Employee,Urban,Tata Docomo,4,0,5.288065844,4.412371134,2.64527027,2.337476099,4.522209347,5.61106656,2.590945195
314,Male,35,Business,Urban,Tata Docomo,4,0,5.288065844,3.699742268,2.667471042,3.767208413,4.365392043,4.833199679,3
315,Male,24,Business,Urban,Videocon,4,0,5.621318486,3.699742268,2.64527027,3.906309751,4.76786404,5.61106656,3
316,Male,20,Student,Urban,Videocon,5,0,5.400629388,3.826030928,2.801640927,2.139101338,4.74391657,5.392943063,2.409054805
317,Male,28,Employee,Rural,Vodafone,5,0,5.592673283,4.307989691,2.935810811,4.628107075,4.259945925,4.222133119,3.818109611
318,Male,29,Employee,Rural,Vodafone,5,0,6.117969822,4.181701031,4.156370656,5.476577438,4.843182696,5.193263833,3.818109611
319,Male,25,Student,Rural,Vodafone,3,0,6.33865892,4.434278351,5,2.290630975,4.559289301,4.244587009,3.181890389
320,Male,38,Employee,Urban,Airtel,2,0,6.33865892,4.664948454,2.134169884,2.476577438,4.393202008,4.026463512,3.772835584
321,Male,45,Govt Employee,Rural,Idea,5,0,4.728072299,4.769329897,2.64527027,2.139101338,5.016994979,4.433841219,2.409054805
322,Male,28,Employee,Rural,Idea,3,0,6.034051481,4.769329897,5.019787645,3.570267686,5.221707223,4.415396953,2.590945195
323,Male,23,Student,Urban,Tata Docomo,3,0,6.034051481,4.769329897,5,5,4.780610274,5.008019246,4.181890389
324,Male,40,Employee,Rural,Idea,3,0,5.842007585,4.608247423,5.156370656,3.092256214,4.238315952,4.643945469,3.772835584
325,Male,36,Employee,Rural,Idea,2,0,5.842007585,4.37757732,3.153957529,2.476577438,4.795287756,4.615076183,4.363780778
326,Female,27,Employee,Rural,Airtel,2,0,5.508754942,4.37757732,5.332528958,3.570267686,4.573580533,4.226142743,3.954725973
